Nacimiento;Sexo;Residencia;Estrato;Frecuencia_compra;Sitio_compra;Base_compra;Impulso_compra;Combine_nueva;Info_etiqueta;Import_marquilla;Impacto_textil;Cal_impacto;Recurso_imp;Disposición_ropa;Uso_ropasegunda;Origen_compra
21/05/1998;Femenino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética., Calidad.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
1/07/1998;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra., Los precios bajos.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Humano.;La regalo o dono a alguien.;No.;Importada.
4/07/1998;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;La marca o el almacén de compra.;La compro por deseo.;Si.;Si.;Materiales.;Emisión de gases y uso de energía.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
13/07/1998;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad., La marca o el almacén de compra., Materiales ecológicos., Los precios bajos.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
10/10/1998;Femenino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad.;La compro por deseo.;Si.;No.;;Acumulación de residuos.;Medios;Aire.;La regalo o dono a alguien.;No.;Nacional - Local.
26/10/1998;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
27/11/1998;Masculino;Itagüí;1;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;Acumulación de residuos.;Medios;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
5/12/1998;Femenino;Itagüí;2;Una vez por mes.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
5/12/1998;Femenino;Itagüí;2;Una vez por mes.;Tiendas de autor o marcas locales de diseño., Catálogos físicos o revistas de ventas.;Utilidad., Las tendencias o conceptos de moda., El comercio justo.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
12/01/1999;Femenino;Medellín;1;Una vez al año.;Tiendas en centros comerciales.;Calidad.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Bajos;Agua.;La regalo o dono a alguien.;Si.;Importada.
30/01/1999;Femenino;Medellín;5;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;No.;Importada.
1/02/1999;Masculino;Medellín;2;Dos veces al año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
10/02/1999;Femenino;Caldas;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/02/1999;Femenino;Bello;3;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., La marca o el almacén de compra., El comercio justo.;La compro por deseo.;Si.;Si.;Lugar de fabricación.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/02/1999;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena., Internet.;Apariencia estética., Calidad.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
25/02/1999;Masculino;Itagüí;2;Una vez por mes.;Tiendas por departamentos o almacenes de cadena.;Calidad.;La compro por su utilidad.;Si.;No.;;Emisión de gases y uso de energía.;Medios;Suelo.;La regalo o dono a alguien.;No.;Nacional - Local.
11/03/1999;Femenino;Envigado;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas., Internet.;Apariencia estética., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Acumulación de residuos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
19/03/1999;Masculino;Medellín;6;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., La marca o el almacén de compra., Materiales ecológicos.;La compro por deseo.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
20/03/1999;Masculino;Bello;2;Una vez por mes.;Tiendas en centros comerciales., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
5/04/1999;Femenino;La Estrella;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena., Catálogos físicos o revistas de ventas.;Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
5/04/1999;Femenino;La Estrella;3;De 3 a cuatro veces por año.;Catálogos físicos o revistas de ventas., Tiendas de segunda mano o roperos.;Apariencia estética., Utilidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Humano.;La regalo o dono a alguien.;Si.;Nacional - Local.
28/04/1999;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Calidad., Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
8/05/1999;Femenino;Bello;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda., La marca o el almacén de compra., Referenciador, fashionista  o Blogger.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
26/05/1999;Femenino;Itagüí;1;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por su utilidad.;Si.;No.;;Tendencias de conceptos y diseños.;Medios;Agua.;La regalo o dono a alguien.;Si.;Importada.
6/06/1999;Femenino;Medellín;3;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;No.;;El crecimiento económico de los países.;Altos;Suelo.;La regalo o dono a alguien.;No.;Importada.
13/06/1999;Femenino;La Estrella;3;Una vez al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Tendencias de conceptos y diseños.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
21/06/1999;Femenino;Sabaneta;3;Una vez por mes.;Tiendas en centros comerciales., Internet.;Apariencia estética., La marca o el almacén de compra.;La compro por deseo.;No.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
24/08/1999;Femenino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Las tendencias o conceptos de moda.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
12/09/1999;Femenino;Sabaneta;3;Una vez por mes.;Tiendas por departamentos o almacenes de cadena.;Utilidad., Calidad.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Oportunidad de empleos.;Medios;Aire.;La regalo o dono a alguien.;Si.;Importada.
21/09/1999;Femenino;Sabaneta;3;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Referenciador, fashionista  o Blogger., Los precios bajos.;La compro por deseo.;Si.;Si.;Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Contaminación de aguas y suelos.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
28/09/1999;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Las tendencias o conceptos de moda., Los precios bajos.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
4/10/1999;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Utilidad.;La compro por deseo.;Si.;No.;;Oportunidad de empleos.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
6/10/1999;Masculino;Medellín;6;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño.;Utilidad., Calidad., La marca o el almacén de compra.;La compro por su utilidad.;No.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
15/10/1999;Masculino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Las tendencias o conceptos de moda.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
18/10/1999;Femenino;Bello;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales.;Apariencia estética.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
19/10/1999;Femenino;Medellín;1;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética., Calidad.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
3/11/1999;Masculino;Medellín;5;Dos veces al año.;Tiendas en centros comerciales., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Altos;Agua.;La tiro a la basura.;No.;Nacional - Local.
12/11/1999;Femenino;Itagüí;2;Dos veces al año.;Tiendas de autor o marcas locales de diseño.;Utilidad.;La compro por su utilidad.;No.;No.;;Emisión de gases y uso de energía.;Medios;Agua.;La regalo o dono a alguien.;No.;Nacional - Local.
30/11/1999;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Utilidad., El comercio justo.;La compro por su utilidad.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
8/12/1999;Masculino;Medellín;2;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Calidad., La marca o el almacén de compra.;La compro por deseo.;Si.;Si.;Materiales., Lugar de fabricación., Empresa fabricante.;Oportunidad de empleos.;Bajos;Suelo.;La tiro a la basura.;No.;Importada.
21/12/1999;Femenino;Medellín;2;Una vez por semana.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., La marca o el almacén de compra.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación.;Tendencias de conceptos y diseños.;Medios;Humano.;La regalo o dono a alguien.;No.;Nacional - Local.
22/12/1999;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Catálogos físicos o revistas de ventas.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;No.;;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/01/2000;Femenino;Medellín;4;De 3 a cuatro veces por año.;Tiendas en centros comerciales., Tiendas de autor o marcas locales de diseño., Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., Los precios bajos.;La compro por su utilidad.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Medios;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
14/02/2000;Femenino;Itagüí;2;De 3 a cuatro veces por año.;Tiendas de autor o marcas locales de diseño.;Apariencia estética., Utilidad., Calidad.;La compro por su utilidad.;Si.;Si.;Instrucciones de cuidado.;Oportunidad de empleos.;Altos;Agua.;La tiro a la basura.;Si.;Nacional - Local.
27/02/2000;Femenino;Medellín;1;Dos veces al año.;Catálogos físicos o revistas de ventas.;Calidad.;La compro por deseo.;Si.;No.;;Tendencias de conceptos y diseños.;Altos;Aire.;La regalo o dono a alguien.;Si.;Importada.
30/03/2000;Femenino;Medellín;4;Una vez por mes.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Calidad., Las tendencias o conceptos de moda., La marca o el almacén de compra., Referenciador, fashionista  o Blogger.;La compro por deseo.;Si.;Si.;Empresa fabricante.;Contaminación de aguas y suelos.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
31/03/2000;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;Los precios bajos.;La compro por su utilidad.;No.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
31/03/2000;Femenino;Medellín;3;Dos veces al año.;Tiendas en centros comerciales.;Los precios bajos.;La compro por su utilidad.;No.;No.;;Emisión de gases y uso de energía.;Altos;Agua.;La regalo o dono a alguien.;Si.;Nacional - Local.
1/04/2000;Femenino;Bello;1;Dos veces al año.;Tiendas en centros comerciales.;Apariencia estética., Utilidad., Los precios bajos.;La compro por su utilidad.;Si.;No.;;El crecimiento económico de los países.;Medios;Suelo.;La regalo o dono a alguien.;Si.;Nacional - Local.
9/05/2000;Femenino;Medellín;3;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética., Utilidad., Calidad., Los precios bajos.;La compro por deseo.;Si.;Si.;Materiales., Instrucciones de cuidado., Lugar de fabricación., Empresa fabricante.;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Aire.;La regalo o dono a alguien.;Si.;Nacional - Local.
24/06/2000;Femenino;Medellín;2;De 3 a cuatro veces por año.;Tiendas por departamentos o almacenes de cadena.;Apariencia estética.;La compro por deseo.;Si.;No.;;Empleos no correctamente remunerados, jornadas laborales extendidas, puestos inadecuados de trabajo.;Altos;Agua.;La regalo o dono a alguien.;Si.;Importada.
27/06/2000;Masculino;Medellín;2;No compro.;Tiendas de autor o marcas locales de diseño., Á;Calidad.;La compro por su utilidad.;No.;Si.;Lugar de fabricación.;Contaminación de aguas y suelos.;Altos;Aire.;La llevo a un contenedor o acopio de ropa usada;No.;Nacional - Local.
